miRNA,3256_p,3262_p,3263_p,3267_p,3271_p,3273_p,3274_p,3275_p,3276_p,3277_p,3279_p,3280_p,3281_p,3282_p,3283_p,3284_p,3287_p,3288_p,3289_p,3290_p,3304_p,3318_p
hsa-miR-655-3p,3.1684,6.8408,0.0,2.5208,0.0,2.1098,1.5146,2.6548,0.0,4.0781,2.2932,2.0787,0.4295,2.6195,2.4934,0.4033,6.9107,1.4612,1.0692,1.5177,2.703,0.0
hsa-miR-655-5p,0.6789,0.0,0.0,0.0,0.0,0.0,0.0,0.1831,0.0,0.0,0.0,0.0,0.3221,0.0,0.0,0.2017,0.937,0.0,0.6415,0.0,0.0,0.0
hsa-miR-656-3p,4.5262,4.4321,0.0,3.0249,1.2451,4.6033,1.42,1.3732,0.0,3.5553,2.1168,0.9847,0.0,1.9142,1.2037,0.5042,5.6223,1.7352,1.2831,1.5177,5.4061,0.5076
hsa-miR-656-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4277,0.0,0.0,0.0
hsa-miR-657,0.0,0.0,0.3386,0.0,0.0,0.2877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2017,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-659-3p,0.0,0.0,0.0,0.0,0.0,0.4795,0.3787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-659-5p,1.3579,0.5781,1.693,3.0249,1.4008,1.5344,1.8933,1.1901,0.0,0.9411,1.0584,1.0941,0.5369,3.3247,2.6654,1.4116,1.9912,1.0959,1.39,1.4165,0.3526,0.0
hsa-miR-660-3p,0.0,1.8306,0.0,0.0,0.0,0.3836,0.852,0.0,0.0,0.0,0.6174,0.0,0.0,0.5037,0.3439,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-660-5p,139.9732,164.6609,85.5512,103.7554,52.4513,193.4336,87.2807,104.2698,83.9363,96.5155,107.9579,84.7904,124.4565,112.5373,130.1741,82.8832,145.242,203.4762,110.8789,105.6341,58.7617,97.8426
hsa-miR-661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-663a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-663a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-663b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-664a-3p,89.2796,498.8002,44.2428,65.6412,51.0505,64.2541,35.1206,150.6832,34.8164,123.703,57.6834,37.7454,47.7853,49.5688,37.3154,39.1225,36.779,38.9966,48.9706,35.6161,94.9588,50.7614
hsa-miR-664a-5p,310.272,80.4516,518.1603,391.4272,632.0611,234.8631,278.5978,150.6832,350.2704,195.3315,270.3358,376.0316,397.4231,462.6423,256.0492,429.2383,364.1591,324.4843,550.3312,375.082,477.8498,500.7614
hsa-miR-664b-3p,7.6946,50.2943,6.7719,6.8565,4.6693,7.0967,2.7453,11.6262,7.5399,10.0385,5.7331,6.1268,4.0805,5.8435,3.8691,3.6299,3.9824,4.201,4.2769,4.7556,9.9895,10.6599
hsa-miR-664b-5p,20.5943,6.8408,42.0984,27.7286,65.0582,22.3451,17.6076,8.6052,52.0028,16.1033,25.5783,31.2904,30.2819,49.3673,17.54,31.1568,22.9576,23.9276,48.436,27.5215,31.0262,51.5228
hsa-miR-665-3p,5.5446,0.0,0.0,2.7224,3.2685,3.7402,2.1773,0.0,0.0,0.0,1.6758,0.0,0.0,0.0,0.0,1.815,5.0366,3.0138,1.1761,2.226,2.468,0.0
hsa-miR-665-5p,0.0,0.0,0.0,0.0,0.0,0.5754,0.0,0.0,0.0,0.0,0.0,0.2188,0.3221,0.3022,0.172,0.0,0.4685,0.1827,0.2138,0.0,0.5876,0.0
hsa-miR-668-3p,2.3763,1.7343,1.3544,0.4033,11.6731,2.3016,3.1239,1.5563,0.0,3.4507,1.5876,3.7198,0.4295,1.9142,1.6336,5.1424,3.9824,3.3791,1.39,1.5177,2.5855,6.2183
hsa-miR-668-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-670-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-670-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-671-3p,111.1186,20.2333,92.5488,141.2647,126.848,79.8861,121.928,53.4623,51.3375,59.3942,107.6933,94.09,128.537,143.9712,98.3614,131.6855,128.0238,119.9122,103.0735,115.5499,88.8476,146.5736
hsa-miR-671-5p,113.9475,38.2507,36.9066,31.9635,53.3851,69.9123,74.8797,31.583,30.492,35.03,69.4141,50.8742,73.3423,49.7703,61.5619,98.7137,44.3925,27.5807,67.3613,82.7669,34.4343,54.0609
hsa-miR-6715a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6715b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6715b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6716-3p,1.2447,0.0,2.8216,1.815,2.9572,0.6713,0.3787,1.1901,1.1088,1.5685,0.6174,0.0,1.396,1.1082,1.8916,2.8233,1.1713,0.6393,0.4277,0.6071,0.8227,2.2843
hsa-miR-6716-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6717-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6718-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7028,0.0,0.0,0.0,0.0,0.0
hsa-miR-6718-5p,0.0,0.0,0.0,0.5042,0.0,0.8631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1872,0.0,0.0,1.7628,0.0
hsa-miR-6719-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6720-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6720-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6721-5p,5.9972,2.0233,14.108,5.1424,30.5058,4.2197,6.2479,4.2111,23.7284,5.0192,7.0561,10.1748,8.5906,15.2132,3.5252,15.2255,7.9649,7.9454,14.0069,5.3627,8.5792,37.5635
hsa-miR-6722-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6722-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6724-5p,1.6973,0.0,1.8058,3.8316,2.8016,1.0549,1.5146,0.0,0.4435,0.5228,1.323,2.954,2.5772,2.2165,1.4617,0.9075,4.6852,1.0046,1.2831,2.3272,0.5876,4.0609
hsa-miR-6726-3p,0.0,0.0,0.0,0.0,3.1128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7919
hsa-miR-6726-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6727-3p,0.0,0.0,0.2257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6727-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6728-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6728-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9702,0.0,0.0,0.9067,0.0,0.0,0.0,1.2786,0.0,0.0,0.0,0.0
hsa-miR-6729-3p,0.0,0.0,0.3386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6729-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6019,0.0,0.0,0.6393,0.0,0.0,0.0,2.0305
hsa-miR-6730-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6730-5p,0.5658,0.0,0.0,1.5125,12.607,0.0,1.7986,0.0,4.657,0.0,0.0,0.0,1.8255,2.821,0.5159,2.1175,1.5227,1.6439,4.2769,0.8095,0.0,6.3452
hsa-miR-6731-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6731-5p,0.5658,0.8671,0.0,2.42,0.0,1.3426,0.0,0.0,0.0,0.0,0.0,0.0,1.9329,0.0,0.0,0.0,1.6398,1.1872,0.0,0.8095,0.0,0.0
hsa-miR-6732-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6732-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6733-3p,0.0,0.0,0.0,0.8067,0.0,0.0,0.0,0.0,0.0,0.0,0.7938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6733-5p,0.0,0.0,0.0,0.0,0.0,0.3836,0.0,0.0,0.0,0.0,0.0,0.2188,0.0,0.0,0.0,0.0,0.0,0.0,0.2138,0.3035,0.0,0.0
hsa-miR-6734-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.3787,0.5493,0.0,0.5228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6734-5p,1.5842,0.5781,12.0765,4.9407,17.1206,2.5893,3.1239,0.0,22.5087,5.7512,3.7044,2.954,9.1275,13.6012,1.8056,5.8482,5.6223,5.297,7.5915,4.6544,11.8699,13.9594
hsa-miR-6735-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.441,0.0,0.6443,0.0,1.2897,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6735-5p,3.8473,3.2759,11.625,4.8399,12.7626,3.3566,7.7625,2.3802,5.6549,3.2416,3.8808,7.4397,4.7248,6.448,6.5345,7.4615,4.8024,4.9317,10.2646,8.3981,5.4061,11.0406
hsa-miR-6736-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6736-5p,0.9052,1.7343,5.3046,1.1091,2.4903,1.7262,1.5146,1.2816,2.9938,1.5685,0.7056,1.3129,3.0067,3.224,0.8598,3.0249,3.3968,2.4658,4.2769,2.4284,1.0577,6.0914
hsa-miR-6737-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6737-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6738-3p,0.0,0.3854,0.0,0.0,0.0,0.0,0.0,0.8239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6738-5p,0.0,0.1927,0.5643,0.0,3.1128,0.0,0.4733,0.3662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2343,0.0,0.7485,0.0,0.4701,0.0
hsa-miR-6739-3p,0.7921,0.0,0.0,1.3108,0.0,0.5754,0.0,1.1901,0.887,0.0,0.0,0.0,0.0,0.2015,0.9458,0.0,0.0,0.0,0.0,0.4047,0.0,0.0
hsa-miR-6739-5p,0.0,0.0,1.2415,0.3025,0.0,0.1918,0.0,0.0,0.0,0.8365,0.0,0.3282,0.0,1.3097,0.5159,0.0,0.0,0.274,0.2138,0.2024,0.5876,4.3147
hsa-miR-6740-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6740-5p,0.0,0.0,0.3386,0.0,0.0,0.0,0.3787,0.0,0.0,0.0,0.0,0.0,0.8591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6741-3p,10.6366,1.2525,6.659,5.6466,22.4124,4.3156,10.9811,9.8869,3.4373,8.6791,8.0263,7.5491,6.0134,5.642,8.2541,7.159,4.0996,2.9225,6.8431,6.0709,17.511,10.9137
hsa-miR-6741-5p,2.8289,0.0,5.9818,4.0333,18.2101,1.3426,2.1773,0.8239,10.4227,2.3005,4.0572,5.4703,3.5436,7.7577,3.6972,1.3108,5.0366,4.9317,6.5223,5.6662,4.8185,8.6294
hsa-miR-6742-3p,0.6789,0.9635,0.0,0.0,0.0,0.1918,0.0,0.9155,0.0,0.0,0.2646,0.0,0.0,0.0,0.8598,0.0,0.937,0.0,0.0,0.0,0.0,0.0
hsa-miR-6742-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.284,0.0,0.0,0.0,0.1764,0.0,0.0,0.403,0.3439,0.8066,0.0,0.0,0.6415,0.0,1.4103,0.0
hsa-miR-6743-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1831,0.0,0.2091,0.1764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6743-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6744-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6744-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6745-3p/6745-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6746-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6746-5p,0.0,0.0,1.1286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6747-3p,0.0,0.0,9.9321,13.1081,0.0,0.0,0.0,0.0,5.4331,0.0,0.0,0.0,0.0,0.0,6.3625,0.0,0.0,0.0,0.0,4.1485,9.1668,8.3756
hsa-miR-6747-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8255,1.3097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6748-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5125,0.0,0.0,0.0,0.6071,0.0,0.0
hsa-miR-6748-5p,0.0,0.0,1.0158,1.3108,4.9805,0.4795,0.9466,0.0,0.0,0.8365,0.441,1.3129,1.396,0.0,1.1177,1.6133,0.8199,0.0,2.3523,0.9106,0.0,4.6954
hsa-miR-6749-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6749-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-675-3p,0.0,0.0,0.0,0.0,0.0,0.3836,0.0,0.0,0.0,0.0,0.0,0.0,0.3221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1752,0.0
hsa-miR-675-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3528,0.0,0.7517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6750-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6750-5p,0.0,0.0,3.1602,0.0,0.0,1.2467,0.0,0.0,1.3306,0.0,0.7056,1.8599,1.1812,1.7127,0.5159,0.0,0.2343,0.0,0.0,0.5059,0.0,0.0
hsa-miR-6751-3p,0.0,0.0,0.0,0.0,0.0,0.6713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6751-5p,0.0,0.0,0.0,0.0,2.3346,0.0,0.7573,0.0,0.0,1.0457,0.441,0.0,0.6443,0.0,0.2579,0.0,0.0,0.9133,0.0,0.6071,3.7607,0.0
hsa-miR-6752-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6752-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6753-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.284,0.0,0.0,0.0,0.0,0.0,0.7517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6753-5p,0.0,0.0,0.0,0.0,0.0,0.3836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6754-3p,0.0,0.7708,0.4515,1.6133,0.0,0.0,0.0,0.0,0.0,0.3137,0.0,0.0,0.0,0.0,0.3439,0.2017,0.0,0.0,0.0,0.0,0.0,0.6345
hsa-miR-6754-5p,0.9052,0.0,0.0,0.7058,0.0,1.6303,0.3787,0.0,0.0,2.3005,1.0584,0.0,0.8591,0.3022,0.0,0.0,0.7028,1.8265,0.0,0.3035,0.0,2.0305
hsa-miR-6755-3p,0.0,0.0,1.1286,0.0,1.7121,0.0,0.852,1.7394,1.7741,0.0,0.0,0.547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235,0.5076
hsa-miR-6755-5p,0.0,0.6744,0.3386,0.4033,0.0,1.0549,0.852,0.0,0.7762,0.4183,0.2646,0.0,0.8591,1.9142,0.2579,0.9075,0.0,0.7306,1.39,0.0,1.0577,0.7614
hsa-miR-6756-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6756-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6757-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6757-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6758-3p,1.9236,0.3854,0.0,0.0,3.2685,0.5754,0.0,0.0,0.0,0.6274,1.6758,0.0,0.0,0.0,0.8598,1.0083,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6758-5p,1.471,2.3124,2.0316,1.0083,0.0,0.6713,1.2306,0.0,4.4352,3.137,1.4994,3.0634,2.6846,1.9142,1.2037,2.0166,1.2884,0.0,4.4908,1.6189,0.0,0.0
hsa-miR-6759-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6759-5p,0.0,0.0,1.0158,0.5042,3.4241,0.0,0.4733,0.8239,0.0,0.0,0.0,0.0,0.5369,0.0,0.4299,0.605,0.0,0.0,0.8554,0.0,0.0,0.3807
hsa-miR-676-3p,0.0,0.0,0.0,2.9241,0.0,0.8631,0.0,0.0,1.1088,0.0,0.0,0.3282,0.0,0.403,0.0,0.0,0.0,1.0046,0.3208,0.3035,2.8206,0.0
hsa-miR-676-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6760-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6760-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6761-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6761-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6762-3p,1.3579,0.0,1.8058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6762-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2091,0.0,0.0,0.0,0.0,0.0,0.3025,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6763-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6763-5p,1.471,0.0,2.9345,1.6133,7.3152,2.3016,0.0,0.0,0.0,1.1502,2.1168,3.501,5.047,4.2315,1.3757,2.2183,0.937,0.4566,3.6354,1.7201,4.1133,6.8528
hsa-miR-6764-3p,0.2263,0.4817,0.3386,0.605,0.0,0.8631,0.0,0.3662,0.0,0.4183,0.7938,0.0,0.0,0.0,0.4299,0.7058,0.0,0.7306,0.0,0.0,0.0,0.0
hsa-miR-6764-5p,6.3367,0.6744,6.0947,3.8316,8.8716,4.6992,7.1945,2.8379,2.3285,0.5228,5.9095,4.5951,7.9463,8.06,3.7831,6.8565,5.7394,6.3016,4.0631,7.8922,2.5855,10.7868
hsa-miR-6765-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6765-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6766-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2024,0.0,0.0
hsa-miR-6766-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.6627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7051,0.0
hsa-miR-6767-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6767-5p,2.6026,1.1562,6.9976,3.4283,43.5797,3.6443,4.0706,3.4787,6.2093,4.0781,3.8808,2.0787,4.2953,4.2315,5.5027,4.0332,3.5139,4.3837,3.7423,6.9816,9.9895,9.3909
hsa-miR-6768-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
